Artist_Reputation,Height,Width,Weight,Material,Price_Of_Sculpture,Base_Shipping_Price,International,Express_Shipment,Installation_Included,Transport,Fragile,Customer_Information,Remote_Location,Cost,State
Low_Reputation,10.0,5.0,15206.0,Stone,26.23,77.94,Yes,Yes,Yes,Airways,No,Working Class,urban,669.56,New Hampshire
Moderate_Reputation,16.0,8.0,209013.0,Stone,226.64,61.25,Yes,Yes,No,Airways,No,Working Class,urban,2429.06,South Carolina
Low_Reputation,22.0,8.0,258.0,Wood,4.76,18.63,Yes,No,Yes,Airways,No,Working Class,urban,168.76,Oregon
Low_Reputation,18.0,7.0,243.0,Wood,3.92,15.13,No,No,No,Roadways,No,Working Class,urban,123.0,District of Columbia
Moderate_Reputation,12.0,7.0,26367.0,Stone,157.67,39.37,No,No,Yes,Roadways,No,Working Class,urban,658.01,Montana
High_Reputation,29.0,7.0,220.0,Wood,3.34,20.38,No,No,Yes,Roadways,No,Working Class,urban,569.96,Arizona
High_Reputation,11.0,7.0,15138.0,Stone,43.58,73.23,No,No,Yes,Roadways,No,Working Class,urban,1185.1,North Carolina
High_Reputation,36.0,17.0,375.0,Wood,3.03,13.96,No,Yes,No,Roadways,No,Wealthy,urban,487.43,Nevada
Low_Reputation,37.0,9.0,4151.0,Clay,9.07,24.8,Yes,Yes,No,Airways,Yes,Wealthy,remote,486.53,Idaho
Moderate_Reputation,8.0,4.0,47.0,Aluminium,5.8,18.89,Yes,No,Yes,Waterways,No,Working Class,urban,219.9,Ohio
High_Reputation,21.0,10.0,10005.0,Brass,47.01,38.78,No,No,No,Roadways,No,Working Class,urban,1236.38,Vermont
Low_Reputation,24.0,11.0,522326.0,Stone,2148.94,65.46,Yes,Yes,Yes,Airways,No,Wealthy,urban,9498.64,Alaska
Low_Reputation,34.0,11.0,59131.0,Brass,145.61,85.53,Yes,No,Yes,Roadways,No,Wealthy,urban,925.71,Maine
Low_Reputation,13.0,6.0,1103.0,Brass,5.2,14.79,No,No,Yes,Airways,No,Working Class,urban,148.52,Wyoming
Low_Reputation,18.0,10.0,456.0,Aluminium,6.58,19.03,Yes,Yes,No,Airways,No,Wealthy,urban,214.33,Indiana
Moderate_Reputation,24.0,11.0,473744.0,Stone,1767.43,37.66,Yes,No,No,Waterways,No,Working Class,urban,2524.42,Wisconsin
High_Reputation,16.0,8.0,56467.0,Marble,122.63,37.49,No,No,Yes,Roadways,No,Wealthy,urban,1413.78,Tennessee
Moderate_Reputation,13.0,8.0,396.0,Clay,3.47,11.13,Yes,Yes,No,Airways,Yes,Working Class,urban,222.58,AP
High_Reputation,19.0,7.0,23520.0,Marble,68.75,80.27,Yes,No,Yes,Waterways,No,Working Class,urban,2840.27,Idaho
Moderate_Reputation,8.0,4.0,432.0,Bronze,5.53,22.87,No,Yes,No,Airways,No,Wealthy,urban,246.73,Connecticut
Low_Reputation,24.0,17.0,50717.0,Brass,92.22,81.11,Yes,Yes,No,Roadways,No,Wealthy,remote,1487.06,Tennessee
Moderate_Reputation,32.0,10.0,18651.0,Bronze,30.68,62.53,Yes,No,Yes,Roadways,No,Working Class,remote,568.35,Alabama
Moderate_Reputation,20.0,8.0,7997.0,Brass,38.13,83.58,No,No,No,Airways,No,Working Class,urban,1527.17,South Carolina
Moderate_Reputation,44.0,13.0,387.0,Wood,5.99,18.35,No,Yes,No,Airways,No,Working Class,remote,356.64,North Carolina
High_Reputation,9.0,4.0,434.0,Brass,6.02,18.29,No,Yes,No,Roadways,No,Wealthy,urban,453.28,Texas
Low_Reputation,18.0,11.0,1298.0,Clay,4.57,14.62,No,Yes,No,Roadways,Yes,Wealthy,urban,181.63,AE
Low_Reputation,9.0,5.0,395.0,Bronze,4.19,18.56,No,Yes,No,Airways,No,Wealthy,urban,177.78,Ohio
Moderate_Reputation,26.0,8.0,14194.0,Brass,31.24,54.15,No,No,No,Roadways,No,Working Class,urban,775.02,Ohio
Low_Reputation,20.0,13.0,381630.0,Marble,523.37,85.87,Yes,No,No,Waterways,No,Working Class,urban,1082.71,Louisiana
Low_Reputation,45.0,7.0,18289.0,Bronze,14.62,85.66,No,Yes,No,Roadways,No,Wealthy,urban,722.59,Michigan
High_Reputation,30.0,15.0,31074.0,Bronze,41.07,43.12,No,No,No,Roadways,No,Working Class,urban,1704.47,Texas
Moderate_Reputation,49.0,23.0,8417.0,Aluminium,8.6,28.5,No,No,Yes,Roadways,No,Wealthy,urban,920.97,Indiana
Low_Reputation,8.0,5.0,80.0,Wood,6.08,19.63,Yes,No,No,Waterways,No,Working Class,remote,158.37,Florida
Moderate_Reputation,35.0,10.0,567613.0,Marble,2455.67,93.37,Yes,No,Yes,Roadways,No,Working Class,urban,8949.37,Illinois
Moderate_Reputation,12.0,8.0,36829.0,Marble,222.23,71.63,No,No,Yes,Roadways,No,Wealthy,remote,1148.83,Maine
Low_Reputation,19.0,10.0,435642.0,Stone,647.72,49.86,No,Yes,No,Airways,No,Wealthy,urban,5135.16,AP
Moderate_Reputation,5.0,5.0,265.0,Bronze,5.06,16.39,Yes,Yes,Yes,Airways,No,Working Class,urban,277.58,Hawaii
Moderate_Reputation,35.0,17.0,35542.0,Bronze,45.02,67.03,No,No,No,Roadways,No,Working Class,urban,585.99,Oklahoma
Moderate_Reputation,13.0,8.0,121463.0,Stone,601.86,66.32,Yes,No,Yes,Airways,No,Wealthy,urban,4943.58,Utah
Moderate_Reputation,8.0,4.0,1065.0,Marble,3.56,15.77,No,Yes,No,Roadways,No,Working Class,urban,266.67,Texas
High_Reputation,40.0,9.0,2989.0,Clay,3.56,19.68,No,Yes,No,Roadways,Yes,Working Class,urban,952.1,Nevada
Moderate_Reputation,29.0,6.0,529.0,Aluminium,5.74,15.22,Yes,Yes,No,Airways,No,Wealthy,urban,405.01,West Virginia
Low_Reputation,30.0,22.0,52276.0,Bronze,22.08,72.4,Yes,No,No,Airways,No,Working Class,remote,1013.82,AP
Moderate_Reputation,34.0,14.0,5507.0,Clay,18.18,29.53,Yes,Yes,Yes,Airways,Yes,Wealthy,urban,1280.17,Illinois
Moderate_Reputation,12.0,8.0,406.0,Aluminium,6.28,21.17,No,No,No,Roadways,No,Working Class,urban,243.49,New Hampshire
Moderate_Reputation,18.0,8.0,256.0,Wood,4.53,19.4,Yes,No,Yes,Waterways,No,Working Class,urban,239.27,Kentucky
High_Reputation,7.0,4.0,45.0,Wood,3.1,15.11,No,No,Yes,Waterways,No,Wealthy,urban,262.72,North Dakota
Moderate_Reputation,26.0,10.0,3031.0,Clay,9.56,21.29,No,No,No,Roadways,Yes,Working Class,urban,522.52,Alabama
Moderate_Reputation,8.0,5.0,9063.0,Stone,15.02,25.03,No,No,Yes,Roadways,No,Working Class,urban,347.02,Texas
Moderate_Reputation,34.0,10.0,14435.0,Bronze,22.68,39.25,Yes,No,No,Waterways,No,Working Class,urban,685.42,Louisiana
Moderate_Reputation,18.0,7.0,189.0,Wood,6.58,13.64,No,No,Yes,Waterways,No,Working Class,urban,192.2,Wisconsin
High_Reputation,52.0,19.0,7997.0,Brass,256.71,89.28,No,No,Yes,Waterways,No,Working Class,remote,10435.66,New Hampshire
High_Reputation,26.0,12.0,640.0,Wood,4.52,14.24,No,No,Yes,Roadways,No,Working Class,urban,403.98,Kentucky
Moderate_Reputation,41.0,8.0,77974.0,Bronze,337.98,33.72,Yes,No,No,Roadways,No,Working Class,urban,1660.97,Hawaii
High_Reputation,33.0,8.0,34602.0,Bronze,17.29,36.92,No,No,No,Roadways,No,Wealthy,urban,1556.79,AA
Moderate_Reputation,18.0,9.0,1090.0,Aluminium,7.03,11.0,No,No,No,Roadways,No,Working Class,urban,322.8,Minnesota
Low_Reputation,34.0,18.0,9354.0,Clay,21.89,78.08,No,Yes,Yes,Airways,Yes,Wealthy,remote,957.66,Ohio
Moderate_Reputation,21.0,15.0,211230.5,Stone,1805.44,86.01,No,No,No,Roadways,No,Working Class,urban,4710.98,Indiana
Low_Reputation,24.0,7.0,257075.0,Stone,424.18,46.45,No,Yes,No,Airways,No,Wealthy,urban,2245.37,AE
Moderate_Reputation,3.0,3.0,60.0,Brass,4.51,23.77,No,No,No,Roadways,No,Working Class,urban,216.49,Wisconsin
Moderate_Reputation,12.0,8.0,114.0,Wood,6.2,15.71,No,No,Yes,Roadways,No,Working Class,urban,228.75,New Jersey
Moderate_Reputation,9.0,4.0,625.0,Bronze,6.64,15.25,Yes,No,Yes,Airways,No,Working Class,urban,312.22,Kansas
Low_Reputation,20.0,4.0,258.0,Brass,3.62,14.81,No,No,No,Roadways,No,Working Class,urban,158.73,West Virginia
Low_Reputation,21.0,10.0,279574.0,Stone,771.63,61.73,Yes,Yes,Yes,Airways,No,Working Class,urban,2472.37,AA
High_Reputation,19.0,8.0,8915.0,Bronze,29.61,50.92,No,No,No,Roadways,No,Working Class,urban,964.71,Louisiana
High_Reputation,17.0,6.0,3486.0,Brass,12.74,20.97,Yes,No,Yes,Waterways,No,Working Class,urban,541.42,AA
Low_Reputation,16.0,7.0,59081.0,Marble,97.47,64.08,Yes,Yes,No,Airways,No,Working Class,urban,894.77,Indiana
Moderate_Reputation,27.0,8.0,479.0,Wood,4.19,24.1,No,No,Yes,Waterways,No,Wealthy,urban,351.73,Colorado
Low_Reputation,5.0,5.0,273.0,Bronze,3.17,12.39,No,Yes,No,Airways,No,Working Class,urban,128.49,Texas
High_Reputation,8.0,8.0,6920.0,Stone,65.44,61.11,No,No,Yes,Roadways,No,Working Class,urban,3229.04,Indiana
Low_Reputation,21.0,11.0,3492.0,Clay,6.73,14.78,No,No,No,Waterways,Yes,Working Class,urban,171.72,Oklahoma
High_Reputation,24.0,11.0,426.0,Wood,5.79,10.09,No,No,No,Roadways,No,Working Class,urban,228.05,Michigan
High_Reputation,10.0,5.0,150.0,Aluminium,6.75,12.91,No,No,No,Roadways,No,Working Class,urban,298.46,Ohio
High_Reputation,30.0,13.0,30361.0,Brass,99.92,42.49,No,No,No,Roadways,No,Working Class,urban,10639.71,Oregon
High_Reputation,12.0,6.0,23126.0,Stone,163.64,32.31,No,No,No,Roadways,No,Working Class,urban,681.35,Connecticut
High_Reputation,21.0,6.0,8356.0,Brass,8.56,92.31,No,Yes,No,Roadways,No,Working Class,urban,2704.34,Connecticut
Moderate_Reputation,12.0,6.0,256.0,Wood,5.29,23.71,No,No,No,Airways,No,Working Class,urban,226.8,Vermont
Low_Reputation,10.0,4.0,8872.0,Stone,7.67,67.63,Yes,No,Yes,Airways,No,Working Class,urban,574.2,Arkansas
Low_Reputation,15.0,8.0,45965.0,Stone,188.55,99.1,Yes,No,Yes,Roadways,No,Working Class,urban,863.94,Mississippi
Moderate_Reputation,23.0,11.0,476719.0,Marble,2694.37,40.36,No,No,No,Roadways,No,Working Class,urban,6006.01,Maryland
Low_Reputation,13.0,8.0,164.0,Wood,4.52,24.03,Yes,No,No,Waterways,No,Working Class,urban,182.49,Connecticut
Low_Reputation,4.0,4.0,171.0,Brass,3.22,11.43,No,No,No,Roadways,No,Working Class,urban,119.24,Delaware
Moderate_Reputation,21.0,7.0,6078.5,Bronze,30.06,22.88,Yes,Yes,No,Roadways,No,Wealthy,remote,791.91,Massachusetts
High_Reputation,21.0,11.0,244.0,Wood,5.98,18.57,Yes,No,Yes,Roadways,No,Working Class,urban,150.26,Nebraska
Low_Reputation,15.0,6.0,36904.0,Marble,132.02,57.31,Yes,No,No,Airways,No,Working Class,remote,659.19,Illinois
Moderate_Reputation,33.0,8.0,84689.0,Brass,311.59,92.11,No,No,No,Roadways,No,Wealthy,urban,3297.0,Hawaii
Moderate_Reputation,5.0,5.0,41.0,Wood,5.08,21.46,No,No,Yes,Roadways,No,Working Class,urban,178.47,South Carolina
Low_Reputation,11.0,7.0,59056.0,Stone,124.57,87.48,No,No,No,Roadways,No,Working Class,urban,743.13,AA
Moderate_Reputation,20.0,8.0,10532.0,Brass,7.39,84.79,No,No,No,Roadways,No,Working Class,remote,399.19,Arizona
High_Reputation,21.0,14.0,2254.0,Aluminium,5.75,24.15,No,Yes,No,Airways,No,Wealthy,urban,1454.15,District of Columbia
High_Reputation,11.0,7.0,2027.0,Brass,3.72,17.39,Yes,No,Yes,Airways,No,Working Class,urban,376.92,Oklahoma
Moderate_Reputation,7.0,5.0,483.0,Bronze,4.42,11.21,No,No,No,Roadways,No,Wealthy,urban,162.13,Nebraska
Moderate_Reputation,3.0,3.0,242.0,Marble,3.82,23.65,Yes,No,Yes,Waterways,No,Working Class,urban,242.58,Michigan
Moderate_Reputation,30.0,14.0,38846.0,Brass,42.12,80.53,No,Yes,No,Roadways,No,Wealthy,urban,1410.05,West Virginia
Low_Reputation,33.0,12.0,676.0,Wood,3.48,18.76,No,No,Yes,Roadways,No,Working Class,urban,163.21,Missouri
High_Reputation,35.0,7.0,276869.0,Marble,1749.03,37.63,No,No,No,Waterways,No,Wealthy,urban,3659.9,Mississippi
Moderate_Reputation,32.0,10.0,2493.0,Clay,5.56,12.45,Yes,No,Yes,Waterways,Yes,Working Class,urban,245.71,Kansas
Low_Reputation,32.0,8.0,7997.0,Brass,294.4,37.46,No,No,No,Roadways,No,Working Class,urban,643.52,AA
High_Reputation,33.0,17.0,1142570.0,Marble,1751.41,86.49,No,Yes,No,Airways,No,Working Class,urban,13630.9,South Carolina
Moderate_Reputation,21.0,8.0,429.0,Wood,5.79,20.36,No,Yes,Yes,Roadways,No,Working Class,urban,307.42,West Virginia
Moderate_Reputation,20.0,10.0,7129.0,Bronze,33.86,29.49,Yes,Yes,Yes,Airways,No,Wealthy,remote,932.17,Virginia
Moderate_Reputation,26.0,6.0,129309.0,Marble,812.21,62.72,No,No,No,Roadways,No,Working Class,urban,24375.49,Vermont
Low_Reputation,13.0,7.0,33635.0,Marble,140.32,48.12,Yes,No,No,Airways,No,Working Class,urban,495.0,Missouri
Moderate_Reputation,12.0,8.0,515.0,Clay,6.86,20.22,No,No,No,Waterways,Yes,Working Class,urban,191.72,Virginia
High_Reputation,13.0,7.0,66230.0,Stone,365.42,86.13,No,Yes,No,Roadways,No,Working Class,urban,3451.66,Hawaii
Moderate_Reputation,18.0,6.0,128.0,Wood,3.72,16.37,No,Yes,No,Airways,No,Wealthy,urban,232.38,AA
Low_Reputation,42.0,14.0,56495.0,Bronze,86.23,47.06,No,No,No,Waterways,No,Working Class,urban,363.93,District of Columbia
Low_Reputation,4.0,8.0,39.0,Clay,5.47,21.85,No,No,No,Roadways,Yes,Working Class,urban,139.12,Alaska
Moderate_Reputation,29.0,14.0,19595.0,Bronze,41.85,41.92,No,No,Yes,Roadways,No,Working Class,remote,560.83,Arizona
Low_Reputation,5.0,5.0,1392.0,Marble,3.81,21.83,No,Yes,No,Roadways,No,Wealthy,urban,208.61,AA
High_Reputation,13.0,7.0,415.0,Aluminium,6.74,14.19,No,No,Yes,Airways,No,Working Class,urban,717.36,Ohio
Moderate_Reputation,25.0,11.0,189314.0,Marble,334.69,60.63,Yes,No,No,Roadways,No,Wealthy,remote,1302.44,Mississippi
Moderate_Reputation,11.0,8.0,139.0,Wood,6.73,11.51,No,Yes,No,Airways,No,Working Class,urban,130.73,AP
Moderate_Reputation,12.0,8.0,3237.0,Brass,14.46,11.44,No,Yes,Yes,Roadways,No,Wealthy,urban,421.38,Rhode Island
Low_Reputation,33.0,19.0,808.0,Wood,3.78,24.5,No,No,Yes,Roadways,No,Working Class,urban,188.41,North Dakota
Moderate_Reputation,4.0,3.0,590.0,Stone,6.59,16.33,No,No,No,Waterways,No,Working Class,remote,254.29,Florida
Low_Reputation,38.0,12.0,1769081.0,Stone,467.75,80.17,No,No,Yes,Roadways,No,Wealthy,urban,4689.51,Florida
High_Reputation,16.0,8.0,6078.5,Bronze,9.51,16.02,No,No,No,Roadways,No,Working Class,urban,1582.25,Kansas
Moderate_Reputation,5.0,3.0,875.0,Marble,5.48,12.91,No,Yes,No,Roadways,No,Working Class,urban,221.16,Minnesota
Low_Reputation,25.0,12.0,503.0,Wood,3.48,23.6,No,No,Yes,Roadways,No,Working Class,urban,185.04,Vermont
High_Reputation,23.0,6.0,6575.0,Brass,42.11,67.54,No,Yes,No,Roadways,No,Working Class,urban,1608.54,Florida
Low_Reputation,25.0,15.0,912267.0,Marble,420.36,29.38,Yes,No,No,Waterways,No,Working Class,urban,886.47,Rhode Island
Low_Reputation,4.0,3.0,437.0,Marble,5.38,22.96,Yes,No,Yes,Waterways,No,Wealthy,urban,239.57,Michigan
Moderate_Reputation,21.0,8.0,277.0,Aluminium,5.51,14.83,No,No,No,Roadways,No,Wealthy,urban,171.5,Illinois
Low_Reputation,20.0,6.0,478.0,Aluminium,4.2,15.0,No,No,Yes,Roadways,No,Working Class,urban,146.27,New Jersey
Moderate_Reputation,43.0,9.0,525172.0,Marble,1665.64,86.7,No,No,No,Roadways,Yes,Working Class,urban,4448.6,AE
Moderate_Reputation,37.0,13.0,36871.0,Bronze,238.59,70.17,Yes,No,Yes,Roadways,No,Working Class,urban,1237.35,South Dakota
Moderate_Reputation,44.0,15.0,28896.0,Bronze,113.83,38.39,Yes,No,Yes,Airways,No,Wealthy,urban,1257.46,Kansas
Low_Reputation,35.0,14.0,25481.0,Brass,83.03,93.53,No,No,No,Roadways,No,Working Class,urban,764.64,AE
Moderate_Reputation,26.0,7.0,240565.0,Stone,140.4,88.5,No,No,Yes,Roadways,No,Working Class,remote,2123.03,Iowa
High_Reputation,16.0,6.0,2176.0,Bronze,4.29,20.0,Yes,No,No,Waterways,No,Working Class,remote,506.45,Washington
Low_Reputation,17.0,11.0,256.0,Wood,5.2,23.43,No,No,No,Roadways,No,Working Class,urban,151.46,New Jersey
Moderate_Reputation,27.0,16.0,17205.0,Bronze,17.58,40.8,Yes,No,No,Roadways,No,Working Class,urban,319.95,Texas
Moderate_Reputation,13.0,6.0,7997.0,Brass,6.23,12.18,Yes,No,Yes,Roadways,No,Working Class,urban,265.04,Rhode Island
Moderate_Reputation,3.0,3.0,216.0,Stone,6.77,11.76,Yes,Yes,Yes,Airways,No,Working Class,urban,371.3,AP
High_Reputation,3.0,3.0,314.0,Marble,3.55,24.2,No,No,Yes,Roadways,No,Working Class,urban,289.52,AA
High_Reputation,19.0,6.0,154.0,Wood,6.16,11.01,No,Yes,No,Airways,No,Wealthy,urban,355.09,Iowa
Moderate_Reputation,3.0,2.0,25.0,Clay,6.36,21.08,Yes,No,No,Roadways,Yes,Working Class,urban,242.38,Nebraska
Moderate_Reputation,23.0,7.0,617.0,Aluminium,4.26,23.06,No,Yes,No,Roadways,No,Wealthy,remote,317.73,South Carolina
Low_Reputation,6.0,5.0,508.0,Bronze,5.85,20.62,Yes,No,Yes,Waterways,No,Working Class,urban,162.29,Ohio
Moderate_Reputation,4.0,3.0,387.0,Marble,6.25,18.06,Yes,No,No,Waterways,No,Working Class,urban,214.89,California
High_Reputation,5.0,4.0,2625.0,Stone,26.18,16.33,No,Yes,No,Airways,No,Wealthy,urban,431.66,Montana
Moderate_Reputation,16.0,8.0,783.0,Clay,3.78,20.58,Yes,No,No,Waterways,Yes,Working Class,urban,275.25,Idaho
High_Reputation,15.0,6.0,2533.0,Brass,10.08,16.87,No,No,No,Roadways,No,Working Class,remote,344.04,New Mexico
Moderate_Reputation,17.0,10.0,2469.0,Bronze,4.12,18.28,Yes,Yes,No,Roadways,No,Working Class,urban,184.31,Massachusetts
Low_Reputation,14.0,8.0,56028.0,Marble,234.5,47.78,Yes,No,No,Roadways,No,Working Class,urban,772.72,South Dakota
Moderate_Reputation,18.0,13.0,256.0,Wood,3.57,21.28,No,Yes,No,Airways,No,Wealthy,urban,225.16,AP
Moderate_Reputation,29.0,10.0,18390.0,Bronze,58.97,31.69,Yes,Yes,No,Airways,No,Working Class,remote,727.56,Vermont
Moderate_Reputation,4.0,4.0,35.0,Aluminium,5.99,17.83,Yes,No,Yes,Roadways,No,Working Class,urban,239.05,Georgia
Moderate_Reputation,20.0,8.0,139361.0,Marble,100.73,27.84,No,No,Yes,Airways,No,Working Class,remote,1220.8,Michigan
Moderate_Reputation,24.0,6.0,209.0,Wood,5.11,15.74,No,Yes,Yes,Roadways,No,Working Class,urban,479.05,AE
Moderate_Reputation,20.0,16.0,1605514.0,Marble,7259.52,52.11,No,No,No,Roadways,No,Working Class,urban,39655.0,Washington
High_Reputation,34.0,15.0,50234.0,Brass,307.44,59.8,Yes,No,No,Waterways,No,Working Class,urban,2899.44,Arizona
Moderate_Reputation,21.0,8.0,181.0,Aluminium,4.93,19.23,Yes,No,No,Roadways,No,Working Class,urban,182.74,South Dakota
Moderate_Reputation,8.0,5.0,153.0,Aluminium,4.92,15.85,No,No,Yes,Roadways,No,Wealthy,urban,207.53,Missouri
Low_Reputation,26.0,13.0,13110.0,Bronze,54.91,99.8,Yes,Yes,Yes,Airways,No,Working Class,urban,815.88,Wisconsin
Moderate_Reputation,13.0,6.0,37126.0,Stone,51.25,67.78,No,No,Yes,Airways,No,Working Class,remote,1699.21,Oregon
Moderate_Reputation,19.0,7.0,4222.0,Brass,5.64,13.4,Yes,No,Yes,Airways,No,Working Class,urban,348.47,Kansas
Low_Reputation,35.0,12.0,7955.0,Clay,29.49,56.22,Yes,No,No,Roadways,Yes,Working Class,urban,1648.05,Vermont
Low_Reputation,20.0,10.0,11911.0,Bronze,7.12,92.25,No,No,No,Roadways,No,Working Class,urban,628.46,Colorado
Moderate_Reputation,13.0,7.0,87279.0,Stone,330.95,51.37,No,No,No,Waterways,No,Working Class,urban,1494.52,Maryland
Moderate_Reputation,31.0,6.0,2696.0,Clay,6.06,21.77,No,Yes,No,Airways,Yes,Wealthy,urban,364.72,Missouri
High_Reputation,18.0,10.0,6078.5,Bronze,23.61,26.55,Yes,No,No,Waterways,No,Working Class,urban,500.49,Washington
Moderate_Reputation,27.0,14.0,507.0,Wood,3.8,21.36,No,Yes,Yes,Roadways,No,Working Class,remote,308.14,South Carolina
High_Reputation,8.0,5.0,1038.0,Brass,7.82,21.47,No,No,No,Roadways,No,Wealthy,urban,560.08,Michigan
Low_Reputation,28.0,14.0,115486.0,Marble,4894.62,94.49,Yes,Yes,No,Airways,No,Working Class,remote,12038.35,New Jersey
High_Reputation,42.0,8.0,26154.0,Bronze,44.97,93.86,No,No,Yes,Roadways,No,Working Class,urban,2161.82,Nevada
Moderate_Reputation,5.0,3.0,21.0,Wood,4.38,17.55,Yes,Yes,No,Roadways,No,Wealthy,urban,174.18,Pennsylvania
Moderate_Reputation,48.0,18.0,1353.0,Wood,9.85,23.89,No,No,Yes,Roadways,No,Working Class,urban,769.76,Arkansas
High_Reputation,37.0,21.0,115486.0,Marble,3995.91,72.61,Yes,No,Yes,Airways,Yes,Working Class,urban,34793.27,Montana
Moderate_Reputation,12.0,7.0,880.0,Clay,4.95,17.35,Yes,Yes,No,Airways,Yes,Working Class,remote,255.48,Illinois
High_Reputation,9.0,5.0,257.0,Clay,3.27,15.84,No,Yes,No,Roadways,Yes,Working Class,urban,227.89,Rhode Island
Moderate_Reputation,12.0,6.0,1921.0,Brass,4.54,24.3,No,No,Yes,Roadways,No,Working Class,urban,274.61,Iowa
Low_Reputation,22.0,7.0,6720.0,Brass,5.67,88.98,Yes,Yes,No,Airways,No,Working Class,urban,596.13,Tennessee
Moderate_Reputation,21.0,12.0,200288.0,Marble,453.81,98.8,No,No,No,Roadways,No,Wealthy,urban,2434.1,North Carolina
Low_Reputation,16.0,8.0,286.0,Wood,3.0,11.92,No,No,No,Roadways,No,Wealthy,urban,119.3,Indiana
Moderate_Reputation,36.0,20.0,1243.0,Wood,3.74,18.2,Yes,Yes,No,Airways,No,Wealthy,urban,323.69,Arizona
Low_Reputation,8.0,4.0,112.0,Aluminium,6.95,24.74,No,Yes,Yes,Roadways,No,Wealthy,urban,175.92,Illinois
Low_Reputation,27.0,13.0,24822.0,Bronze,90.71,82.5,No,No,No,Airways,No,Working Class,urban,1000.15,Arkansas
Low_Reputation,12.0,8.0,2296.0,Brass,8.03,19.64,Yes,Yes,No,Airways,No,Wealthy,urban,254.63,Mississippi
High_Reputation,13.0,6.0,112.0,Aluminium,6.05,11.53,No,Yes,Yes,Airways,No,Wealthy,urban,458.07,Michigan
Low_Reputation,18.0,7.0,227.0,Wood,6.16,16.78,Yes,No,Yes,Roadways,No,Working Class,urban,199.6,New Hampshire
Low_Reputation,5.0,5.0,100.0,Clay,5.95,18.31,Yes,Yes,No,Airways,Yes,Wealthy,remote,198.52,Iowa
High_Reputation,10.0,5.0,1410.0,Brass,6.46,12.25,No,Yes,Yes,Roadways,No,Wealthy,remote,650.06,Illinois
Moderate_Reputation,5.0,3.0,35.0,Wood,4.15,17.56,No,Yes,Yes,Roadways,No,Wealthy,remote,193.14,Colorado
Moderate_Reputation,16.0,6.0,660.0,Clay,5.5,14.15,No,No,Yes,Roadways,Yes,Working Class,urban,273.5,North Carolina
Low_Reputation,28.0,9.0,418.0,Wood,6.24,17.11,No,No,No,Airways,No,Working Class,urban,132.92,AP
Low_Reputation,24.0,8.0,824.0,Aluminium,5.16,18.83,No,No,No,Airways,No,Working Class,urban,143.13,AE
High_Reputation,28.0,19.0,266.0,Wood,3.04,23.4,No,No,Yes,Airways,No,Working Class,urban,749.6,Mississippi
Low_Reputation,20.0,8.0,7572.0,Brass,11.88,85.5,No,No,Yes,Roadways,No,Working Class,urban,425.04,Virginia
High_Reputation,25.0,13.0,9314.0,Brass,22.2,73.47,Yes,Yes,No,Airways,No,Wealthy,urban,650.31,Pennsylvania
High_Reputation,24.0,10.0,746952.0,Stone,2099.37,82.08,No,No,No,Waterways,No,Working Class,urban,8948.54,Texas
Moderate_Reputation,15.0,7.0,935.0,Clay,3.92,24.38,Yes,No,Yes,Waterways,Yes,Working Class,urban,279.02,Arizona
Moderate_Reputation,13.0,7.0,926.0,Clay,5.65,24.5,Yes,No,Yes,Airways,Yes,Working Class,remote,380.95,Maine
High_Reputation,13.0,7.0,32136.0,Marble,51.32,69.07,No,No,No,Waterways,No,Working Class,remote,2718.17,Missouri
Low_Reputation,33.0,11.0,796617.0,Stone,1159.26,73.48,Yes,Yes,No,Airways,No,Working Class,urban,3950.65,North Dakota
Low_Reputation,36.0,6.0,108.0,Wood,6.12,14.49,Yes,No,No,Waterways,No,Working Class,urban,119.03,Michigan
Moderate_Reputation,10.0,4.0,216.0,Clay,5.65,11.5,No,No,Yes,Waterways,Yes,Working Class,urban,148.89,Maryland
Low_Reputation,34.0,16.0,2470.0,Aluminium,5.17,10.14,No,Yes,Yes,Roadways,No,Wealthy,urban,187.23,District of Columbia
Low_Reputation,3.0,3.0,43.0,Bronze,6.21,19.15,No,Yes,No,Airways,No,Working Class,urban,199.32,Virginia
High_Reputation,17.0,6.0,961.0,Bronze,4.91,13.01,No,No,Yes,Roadways,No,Working Class,urban,311.32,Iowa
Moderate_Reputation,17.0,8.0,65266.0,Stone,140.77,47.78,No,No,No,Waterways,No,Working Class,urban,614.97,Colorado
Moderate_Reputation,21.0,7.0,952.0,Clay,6.22,18.46,No,Yes,No,Airways,Yes,Working Class,urban,448.72,Tennessee
Low_Reputation,8.0,4.0,410.0,Bronze,5.17,10.94,Yes,Yes,No,Airways,No,Working Class,urban,153.33,Oregon
Moderate_Reputation,20.0,15.0,211230.5,Stone,5504.54,88.76,No,No,No,Roadways,No,Working Class,urban,33344.73,Nebraska
Moderate_Reputation,12.0,8.0,72044.0,Stone,216.85,58.25,No,Yes,Yes,Roadways,No,Working Class,urban,1738.1,North Carolina
Moderate_Reputation,21.0,12.0,1600.0,Clay,4.36,24.09,No,No,Yes,Roadways,Yes,Wealthy,remote,332.39,Vermont
Low_Reputation,28.0,8.0,179951.0,Marble,200.41,77.74,No,Yes,No,Roadways,No,Working Class,urban,1334.26,New Mexico
